_id,activityHotness,hotness,primaryCategory,publishedAt,sourceDomain,title,words
5f08d1dc0b40f10019ef1b8c,0.28702625307159985,73815.42591514197,Analysis,2020-07-10T18:50:00.000Z,cointelegraph.com,"Price Analysis 7/10: BTC, ETH, XRP, BCH, BSV, ADA, LTC, BNB, CRO, EOS",1469
5f08b17d0b40f10019ee145a,0.23029127521808396,73815.08070794189,General,2020-07-10T17:06:09.000Z,kryptomoney.com,Save And Prosper: Best Cryptocurrencies to Invest In 2020,908
5f089a6e0b40f10019ed3cc1,0.31949998823141085,73815.07519443268,ICO,2020-07-10T16:32:03.000Z,cryptonews.com,"Ethereum 2.021, Dai Giveaway, Bourbon on Tokens + More News",718
5f0899b20b40f10019ed2f04,3.2388791241318478,73817.86693467968,Analysis,2020-07-10T15:46:06.000Z,coinfomania.com,"Crypto Price Analysis July 10: BNB, ETC, HT, LTC, and MKR",714
5f086a360b40f10019eb8377,4.717557332980424,73818.78019622187,Blockchain,2020-07-10T12:22:33.000Z,usethebitcoin.com,Coinbase Could Go Public (IPO) And Schedules Virtual Investor Day,412
5f08437f0b40f10019ea59d3,0.26094379124341005,73813.9277493468,Analysis,2020-07-10T10:00:03.000Z,eng.ambcrypto.com,"Litecoin, EOS, BAT Price Analysis: 10 July",488
5f083bb80b40f10019ea21e7,1.7366091653802371,73815.30147027649,General,2020-07-10T09:23:21.000Z,cryptonews.com,"Bitcoin and Altcoins Start Corrective Decrease, Key Supports Nearby",564
5f0802f10b40f10019e8957a,0.26582280766035327,73812.99568391878,General,2020-07-10T04:22:45.000Z,thecurrencyanalytics.com,Nexo Excited about collaborating with Chainlink Dynamic Expansion Continues,417
5f079d9f0b40f10019e5a43a,0.20577902941478543,73811.83406606645,Blockchain,2020-07-09T21:46:11.000Z,decrypt.co,This street mural is pulling in $100 in Bitcoin per day in donations,350
5f07928d0b40f10019e53ca8,0.2075002423028976,73811.79555579786,Analysis,2020-07-09T21:31:42.000Z,koinpost.com,XRP News Today: Former Goldman Sachs Employee Anticipates Parabolic Upsurge In XRP,224
5f07818b0b40f10019e4abb6,0.31701959049483003,73811.76762144236,Analysis,2020-07-09T20:42:13.000Z,insidebitcoins.com,Litecoin Price Prediction: LTC/USD May Decline to Test the Support Level of $40,360
5f076afa0b40f10019e3f840,0.19783261227936078,73811.2801474271,General,2020-07-09T18:29:38.000Z,coindesk.com,WikiLeaks Shop Now Accepts Bitcoin Lightning Payments - CoinDesk,382
5f075f0c0b40f10019e38d96,0.2425515074273172,73811.15694965557,Exchanges,2020-07-09T17:29:11.000Z,coinspeaker.com,"Binance Futures, OKEx and Bitfinex Expand Support of...",505
5f073a5e0b40f10019e24349,0.27387102481382397,73810.75998213592,General,2020-07-09T14:55:00.000Z,news.bitcoin.com,"Centre Obliges Government Request, Freezes Address With $100,000 USDC",2240
5f072cd20b40f10019e1c206,0.25195132049061136,73810.58658095013,General,2020-07-09T14:00:28.000Z,coingeek.com,EOS gets the boot from top 10,503
5f06f0870b40f10019dfc948,0.2742219023667919,73809.94324968015,General,2020-07-09T10:00:51.000Z,news.bitcoin.com,South African Crypto Investment Company Issued Cease And Desist Order In Texas,2248
5f07004a0b40f10019e03c82,0.19669838461896733,73809.83966134758,General,2020-07-09T09:51:28.000Z,newslogical.com,"Bitcoin’s Bull Run Depends on Inflationary Measures, Volatility & Adoption – Bloomberg",558
5f06eb6f0b40f10019dfa81d,0.19400072584914713,73809.75645442956,General,2020-07-09T09:22:29.000Z,thecurrencyanalytics.com,Charlie Lee on Lightning Network Usage and Related Desktop and Mobile Wallets for Litecoin (LTC) Network,431
5f06eb9f0b40f10019dfa83f,4.740854497005471,73814.280854497,General,2020-07-09T09:14:24.000Z,cryptonews.com,Bitcoin and Altcoins Turn Green,594
5f06c59c0b40f10019de8828,0.3012232791986386,73809.47844550142,Analysis,2020-07-09T07:03:48.000Z,cryptopotato.com,"Bitcoin Tests $9,500, Altcoins Dominance On The Rise. Alt-Season? Thursday Market Watch",533
5f06c0350b40f10019de4a65,1.7000631880307906,73810.84973911397,General,2020-07-09T06:53:53.000Z,newslogical.com,"Cardano: Goguen Will Help Create New Value, Utility & Adoption – IOHK",379
5f06837d0b40f10019dc8655,0.2435084525289323,73808.50489734142,General,2020-07-09T01:34:06.000Z,news.bitcoin.com,"Famous Malaysian Actor Fined for Stealing $50,000 Worth of Crypto From His Producer",1868
5f066bb00b40f10019dbbff7,0.2528227857008557,73808.30560056347,ICO,2020-07-09T00:19:00.000Z,cointelegraph.com,If Crypto Traders Abandoned Litecoin Why Are Investors Hoarding LTC?,944
5f063d510b40f10019da537e,0.24562867329399257,73807.77007311773,General,2020-07-08T21:08:48.000Z,news.bitcoin.com,John McAfee Launches Ghost Phone Service to Supplement His Cryptocurrency,2096
5f061ff10b40f10019d9692b,4.820937271127187,73811.97093727112,Analysis,2020-07-08T18:54:00.000Z,cointelegraph.com,"Price Analysis 7/8: BTC, ETH, XRP, BCH, BSV, ADA, LTC, BNB, CRO, EOS",1607
5f0620a00b40f10019d96bc7,0.23912819026309295,73807.08690596804,General,2020-07-08T17:05:12.000Z,news.bitcoin.com,Permissionless Software Foundation Aims to Foster Open-Source Software With Bitcoin Cash,2223
5f05e9800b40f10019d78b30,0.2169381359556317,73806.46328072855,ICO,2020-07-08T13:28:41.000Z,ihodl.com,Cardano and Litecoin Could Collaborate in a Project,154
5f05da180b40f10019d6faee,0.27867469274045104,73806.44534135942,General,2020-07-08T13:00:00.000Z,coindesk.com,"Crypto Lender Nexo Enters Prime Broker Race, Enlists Chainlink for Audits - CoinDesk",390
5f05f6770b40f10019d7fba2,0.2728109442151599,73806.43947761088,General,2020-07-08T13:00:00.000Z,coindesk.com,"Crypto Lender Nexo to Enter Prime Broker Race, Enlists Chainlink for Audits - CoinDesk",406
5f05ef920b40f10019d7bb2a,0.27227665977411036,73806.35264703014,Analysis,2020-07-08T12:28:56.000Z,cryptonews.com,Cardano Rally Continues as Hoskinson Suggests Litecoin Collaboration,429
5f05dafb0b40f10019d708ab,0.2124929596985483,73806.22300221896,General,2020-07-08T12:03:47.000Z,newsbtc.com,Speculation Heightens Over Collaboration Between Cardano and Litecoin,531
5f05f3530b40f10019d7e204,0.22325602611778486,73806.16520047057,Analysis,2020-07-08T11:39:06.000Z,koinpost.com,"Dogecoin (DOGE) Price Sparked by 50%, Credit Goes to TikTok Contest",440
5f059f950b40f10019d53842,0.26826883741736934,73805.93553735594,Analysis,2020-07-08T10:00:13.000Z,eng.ambcrypto.com,"Litecoin, ETC, HBAR price analysis: 8 July",364
5f059e010b40f10019d53824,0.21600209167967535,73805.88266875835,ICO,2020-07-08T10:00:00.000Z,cryptodaily.co.uk,4 Quick Tips For Long Term Crypto Investors,593
5f05a3070b40f10019d55fa6,0.24327007339340467,73805.79938118451,General,2020-07-08T09:20:12.000Z,newslogical.com,Cardano’s Charles Hoskinson Proposes to Partner with Litecoin,534
5f05a7650b40f10019d578fa,0.2613429933703638,73805.80300966004,Analysis,2020-07-08T09:15:00.000Z,cryptonews.com,"Bitcoin Stuck Near USD 9,300 While XRP, BNB and ADA Rally",583
5f0595f60b40f10019d4f817,0.2141033004552062,73805.68567737454,General,2020-07-08T08:49:46.000Z,zycrypto.com,Why Charles Hoskinson Believes It’d Be Great For Cardano And Litecoin To Work Together,397
